cf_id,contact_id,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
2343,4369,Distributed systemic adapter,2400,10138,successful,97,DK,DKK,2020-06-11,2021-02-28,cat4,subcat4
2556,4464,Networked web-enabled instruction set,3200,3127,failed,41,US,USD,2021-04-12,2021-12-03,cat3,subcat9
2495,5626,Vision-oriented dynamic service-desk,29400,123124,successful,1784,US,USD,2020-04-19,2021-02-20,cat4,subcat4
2497,1669,Vision-oriented actuating open system,168500,171729,successful,1684,AU,AUD,2021-01-17,2021-07-23,cat6,subcat10
1955,5544,Sharable scalable core,8400,10729,successful,250,US,USD,2020-08-22,2021-03-01,cat2,subcat2
1129,6078,Customer-focused attitude-oriented function,2300,10240,successful,238,US,USD,2021-04-17,2021-08-28,cat4,subcat4
636,2580,Reverse-engineered system-worthy extranet,700,3988,successful,53,US,USD,2021-05-02,2021-12-28,cat4,subcat4
434,3592,Re-engineered systematic monitoring,2900,14771,successful,214,US,USD,2020-09-16,2021-03-22,cat4,subcat4
1231,4914,Seamless value-added standardization,4500,14649,successful,222,US,USD,2020-11-20,2021-11-27,cat3,subcat3
3162,3848,Triple-buffered fresh-thinking frame,19800,184658,successful,1884,US,USD,2020-09-20,2021-01-15,cat6,subcat14
1717,2619,Streamlined holistic knowledgebase,6200,13103,successful,218,AU,AUD,2020-11-03,2021-08-02,cat7,subcat21
211,4605,Up-sized intermediate website,61500,168095,successful,6465,US,USD,2020-03-25,2021-02-19,cat6,subcat19
2635,6147,Future-proofed directional synergy,100,3,failed,1,US,USD,2020-09-16,2021-02-27,cat2,subcat2
1854,1383,Enhanced user-facing function,7100,3840,failed,101,US,USD,2020-08-01,2021-07-30,cat4,subcat4
436,1757,Operative bandwidth-monitored interface,1000,6263,successful,59,US,USD,2020-11-25,2021-08-28,cat4,subcat4
2965,4390,Upgradable multi-state instruction set,121500,108161,failed,1335,CA,CAD,2020-09-03,2021-02-24,cat5,subcat7
1034,4165,De-engineered static Local Area Network,4600,8505,successful,88,US,USD,2021-06-24,2021-08-28,cat6,subcat10
614,4529,Upgradable grid-enabled superstructure,80500,96735,successful,1697,US,USD,2020-11-03,2021-09-27,cat2,subcat2
1792,6084,Optimized actuating toolset,4100,959,failed,15,GB,GBP,2020-11-03,2021-10-17,cat2,subcat2
121,2916,Decentralized exuding strategy,5700,8322,successful,92,US,USD,2020-05-03,2021-05-08,cat4,subcat4
2936,2005,Assimilated coherent hardware,5000,13424,successful,186,US,USD,2020-11-14,2021-10-24,cat4,subcat4
2081,2261,Multi-channeled responsive implementation,1800,10755,successful,138,US,USD,2021-04-07,2021-06-30,cat8,subcat15
1204,5342,Centralized modular initiative,6300,9935,successful,261,US,USD,2021-07-15,2021-10-12,cat2,subcat2
669,4087,Reverse-engineered cohesive migration,84300,26303,failed,454,US,USD,2021-08-04,2021-09-13,cat2,subcat2
735,2761,Compatible multimedia hub,1700,5328,successful,107,US,USD,2021-02-27,2021-10-02,cat2,subcat8
933,2908,Organic eco-centric success,2900,10756,successful,199,US,USD,2020-10-26,2021-05-06,cat8,subcat15
3055,2155,Virtual reciprocal policy,45600,165375,successful,5512,US,USD,2021-08-29,2021-10-30,cat4,subcat4
270,5642,Persevering interactive emulation,4900,6031,successful,86,US,USD,2020-05-15,2021-03-10,cat4,subcat4
647,6217,Proactive responsive emulation,111900,85902,failed,3182,IT,EUR,2021-08-07,2022-01-13,cat2,subcat18
1219,4222,Extended eco-centric function,61600,143910,successful,2768,AU,AUD,2021-05-08,2021-09-24,cat4,subcat4
1257,4798,Networked optimal productivity,1500,2708,successful,48,US,USD,2021-03-23,2022-01-10,cat5,subcat5
2162,5660,Persistent attitude-oriented approach,3500,8842,successful,87,US,USD,2021-06-11,2021-06-24,cat5,subcat20
2274,5000,Triple-buffered 4thgeneration toolset,173900,47260,canceled,1890,US,USD,2021-10-07,2021-10-13,cat7,subcat12
2284,2809,Progressive zero administration leverage,153700,1953,live,61,US,USD,2021-07-09,2022-01-13,cat8,subcat15
407,3349,Networked radical neural-net,51100,155349,successful,1894,US,USD,2021-06-18,2021-10-25,cat4,subcat4
2440,3647,Re-engineered heuristic forecast,7800,10704,successful,282,CA,CAD,2020-11-04,2021-07-15,cat4,subcat4
2476,5745,Fully-configurable background algorithm,2400,773,failed,15,US,USD,2021-09-13,2021-12-03,cat4,subcat4
41,2583,Stand-alone discrete Graphical User Interface,3900,9419,successful,116,US,USD,2021-06-02,2021-12-31,cat6,subcat19
890,5441,Front-line foreground project,5500,5324,failed,133,US,USD,2021-05-23,2021-06-21,cat7,subcat12
2743,2090,Persevering system-worthy info-mediaries,700,7465,successful,83,US,USD,2020-12-14,2021-04-24,cat4,subcat4
266,3386,Distributed multi-tasking strategy,2700,8799,successful,91,US,USD,2021-03-28,2021-08-23,cat3,subcat3
3113,1816,Vision-oriented methodical application,8000,13656,successful,546,US,USD,2020-10-02,2021-07-25,cat4,subcat4
1909,4718,Function-based high-level infrastructure,2500,14536,successful,393,US,USD,2021-07-06,2021-11-05,cat5,subcat11
962,1677,Profound object-oriented paradigm,164500,150552,failed,2062,US,USD,2020-02-25,2021-04-06,cat4,subcat4
213,4218,Virtual contextually-based circuit,8400,9076,successful,133,US,USD,2021-07-20,2021-08-18,cat5,subcat20
2741,4548,Business-focused dynamic instruction set,8100,1517,failed,29,DK,DKK,2020-05-27,2021-03-20,cat2,subcat2
2589,1431,Ameliorated fresh-thinking protocol,9800,8153,failed,132,US,USD,2021-02-20,2021-04-10,cat3,subcat3
1238,2830,Front-line optimizing emulation,900,6357,successful,254,US,USD,2020-08-19,2021-01-25,cat4,subcat4
164,4400,Devolved uniform complexity,112100,19557,canceled,184,US,USD,2021-02-15,2021-11-12,cat4,subcat4
2685,5773,Public-key intangible superstructure,6300,13213,successful,176,US,USD,2020-10-03,2021-02-19,cat2,subcat6
2836,4161,Secured global success,5600,5476,failed,137,DK,DKK,2020-12-13,2021-04-14,cat2,subcat17
2062,2062,Grass-roots mission-critical capability,800,13474,successful,337,CA,CAD,2021-03-11,2021-08-18,cat4,subcat4
3111,3458,Advanced global data-warehouse,168600,91722,failed,908,US,USD,2020-11-18,2021-08-16,cat5,subcat5
1414,3174,Self-enabling uniform complexity,1800,8219,successful,107,US,USD,2021-03-05,2022-02-20,cat3,subcat3
2765,5565,Versatile cohesive encoding,7300,717,failed,10,US,USD,2020-12-01,2021-09-28,cat1,subcat1
939,1906,Organized executive solution,6500,1065,canceled,32,IT,EUR,2021-02-02,2021-03-26,cat4,subcat4
390,5479,Automated local emulation,600,8038,successful,183,US,USD,2021-02-17,2021-06-09,cat4,subcat4
2851,4320,Enterprise-wide intermediate middleware,192900,68769,failed,1910,CH,CHF,2021-02-07,2021-10-24,cat4,subcat4
1607,4213,Grass-roots real-time Local Area Network,6100,3352,failed,38,AU,AUD,2020-04-28,2021-03-10,cat4,subcat4
3201,3373,Organized client-driven capacity,7200,6785,failed,104,AU,AUD,2020-11-26,2021-03-11,cat4,subcat4
641,4184,Adaptive intangible database,3500,5037,successful,72,US,USD,2021-05-20,2021-06-21,cat2,subcat2
524,5472,Grass-roots contextually-based algorithm,3800,1954,failed,49,US,USD,2021-11-23,2022-02-05,cat1,subcat1
2423,5559,Focused executive core,100,5,failed,1,DK,DKK,2020-12-05,2021-09-25,cat6,subcat10
1532,5419,Multi-channeled disintermediate policy,900,12102,successful,295,US,USD,2021-06-08,2021-09-04,cat5,subcat5
1748,4171,Customizable bi-directional hardware,76100,24234,failed,245,US,USD,2020-06-07,2021-05-24,cat4,subcat4
3168,1302,Networked optimal architecture,3400,2809,failed,32,US,USD,2021-01-12,2021-12-22,cat2,subcat8
1077,3520,User-friendly discrete benchmark,2100,11469,successful,142,US,USD,2021-02-03,2021-04-10,cat5,subcat5
3114,6010,Grass-roots actuating policy,2800,8014,successful,85,US,USD,2021-01-27,2021-05-15,cat4,subcat4
2547,4617,Enterprise-wide 3rdgeneration knowledge user,6500,514,failed,7,US,USD,2021-08-12,2021-11-18,cat4,subcat4
2065,1417,Face-to-face zero tolerance moderator,32900,43473,successful,659,DK,DKK,2021-03-20,2021-09-25,cat6,subcat14
1143,4770,Grass-roots optimizing projection,118200,87560,failed,803,US,USD,2021-07-17,2021-11-18,cat4,subcat4
2545,4328,User-centric 6thgeneration attitude,4100,3087,canceled,75,US,USD,2021-03-05,2021-07-26,cat2,subcat8
1315,5171,Switchable zero tolerance website,7800,1586,failed,16,US,USD,2021-03-28,2021-04-23,cat7,subcat12
2219,4394,Focused real-time help-desk,6300,12812,successful,121,US,USD,2020-12-09,2021-05-09,cat4,subcat4
854,1794,Robust impactful approach,59100,183345,successful,3742,US,USD,2020-12-31,2022-02-06,cat4,subcat4
336,3510,Secured maximized policy,2200,8697,successful,223,US,USD,2021-11-26,2021-12-02,cat2,subcat2
3014,2487,Realigned upward-trending strategy,1400,4126,successful,133,US,USD,2020-06-04,2021-04-11,cat5,subcat5
326,2215,Open-source interactive knowledge user,9500,3220,failed,31,US,USD,2021-07-10,2021-08-03,cat4,subcat4
2991,4136,Configurable demand-driven matrix,9600,6401,failed,108,IT,EUR,2020-12-19,2021-10-06,cat1,subcat1
1359,3723,Cross-group coherent hierarchy,6600,1269,failed,30,US,USD,2020-07-31,2021-03-22,cat4,subcat4
341,5842,Decentralized demand-driven open system,5700,903,failed,17,US,USD,2021-07-29,2021-09-25,cat2,subcat2
2365,3289,Advanced empowering matrix,8400,3251,canceled,64,US,USD,2020-03-24,2021-02-22,cat3,subcat3
358,1249,Phased holistic implementation,84400,8092,failed,80,US,USD,2021-05-09,2021-08-03,cat6,subcat14
583,5409,Proactive attitude-oriented knowledge user,170400,160422,failed,2468,US,USD,2021-05-30,2021-09-09,cat5,subcat13
1373,2951,Visionary asymmetric Graphical User Interface,117900,196377,successful,5168,US,USD,2021-03-18,2021-03-22,cat4,subcat4
2665,3432,Integrated zero-defect help-desk,8900,2148,failed,26,GB,GBP,2021-05-03,2022-01-25,cat5,subcat5
2500,2297,Inverse analyzing matrices,7100,11648,successful,307,US,USD,2021-04-18,2021-08-28,cat4,subcat4
921,6161,Programmable systemic implementation,6500,5897,failed,73,US,USD,2020-05-31,2021-01-31,cat4,subcat4
135,4603,Multi-channeled next generation architecture,7200,3326,failed,128,US,USD,2020-05-27,2021-04-14,cat5,subcat11
2413,5818,Digitized 3rdgeneration encoding,2600,1002,failed,33,US,USD,2020-04-10,2021-04-15,cat4,subcat4
3004,4270,Innovative well-modulated functionalities,98700,131826,successful,2441,US,USD,2020-09-01,2021-05-03,cat2,subcat2
1911,6007,Fundamental incremental database,93800,21477,live,211,US,USD,2021-04-06,2021-06-16,cat7,subcat12
2726,4084,Expanded encompassing open architecture,33700,62330,successful,1385,GB,GBP,2021-01-05,2021-04-18,cat5,subcat5
2049,1340,Intuitive static portal,3300,14643,successful,190,US,USD,2021-01-30,2021-06-25,cat1,subcat1
1732,5675,Optional bandwidth-monitored definition,20700,41396,successful,470,US,USD,2020-07-30,2021-03-22,cat3,subcat9
1174,2010,Persistent well-modulated synergy,9600,11900,successful,253,US,USD,2020-10-28,2021-05-02,cat4,subcat4
1194,6201,Assimilated discrete algorithm,66200,123538,successful,1113,US,USD,2020-06-27,2021-05-04,cat2,subcat2
3176,1791,Operative uniform hub,173800,198628,successful,2283,US,USD,2020-02-27,2021-02-12,cat2,subcat2
642,3314,Customizable intangible capability,70700,68602,failed,1072,US,USD,2020-11-06,2021-07-21,cat2,subcat2
34,5852,Innovative didactic analyzer,94500,116064,successful,1095,US,USD,2020-06-17,2021-07-08,cat4,subcat4
217,4618,Decentralized intangible encoding,69800,125042,successful,1690,US,USD,2020-12-20,2021-04-27,cat4,subcat4
1693,2618,Front-line transitional algorithm,136300,108974,canceled,1297,CA,CAD,2021-02-07,2022-02-10,cat4,subcat4
2333,4967,Switchable didactic matrices,37100,34964,failed,393,US,USD,2021-04-03,2021-12-23,cat8,subcat15
80,4594,Ameliorated disintermediate utilization,114300,96777,failed,1257,US,USD,2021-02-10,2021-09-22,cat2,subcat8
2847,2080,Visionary foreground middleware,47900,31864,failed,328,US,USD,2021-02-17,2021-06-09,cat4,subcat4
3104,2793,Optional zero-defect task-force,9000,4853,failed,147,US,USD,2020-12-05,2021-07-13,cat4,subcat4
980,4890,Devolved exuding emulation,197600,82959,failed,830,US,USD,2020-12-12,2021-06-18,cat7,subcat12
476,3528,Open-source neutral task-force,157600,23159,failed,331,GB,GBP,2021-04-06,2021-08-09,cat5,subcat7
116,5810,Virtual attitude-oriented migration,8000,2758,failed,25,US,USD,2021-10-07,2021-12-28,cat2,subcat8
2900,5720,Open-source full-range portal,900,12607,successful,191,US,USD,2021-05-03,2022-02-13,cat3,subcat3
553,4593,Versatile cohesive open system,199000,142823,failed,3483,US,USD,2021-07-27,2021-11-21,cat1,subcat1
2834,3186,Multi-layered bottom-line frame,180800,95958,failed,923,US,USD,2021-05-27,2021-06-01,cat4,subcat4
2314,5136,Pre-emptive neutral capacity,100,5,failed,1,US,USD,2021-01-19,2021-07-25,cat2,subcat18
2005,2646,Universal maximized methodology,74100,94631,successful,2013,US,USD,2021-09-12,2021-10-05,cat2,subcat2
2514,3460,Expanded hybrid hardware,2800,977,failed,33,CA,CAD,2021-04-25,2021-07-05,cat4,subcat4
702,4345,Profit-focused multi-tasking access,33600,137961,successful,1703,US,USD,2020-07-25,2021-04-16,cat4,subcat4
42,2690,Profit-focused transitional capability,6100,7548,successful,80,DK,DKK,2020-11-22,2021-04-06,cat5,subcat5
948,4025,Front-line scalable definition,3800,2241,live,86,US,USD,2020-08-28,2021-05-19,cat3,subcat9
2926,4524,Open-source systematic protocol,9300,3431,failed,40,IT,EUR,2021-10-12,2022-01-18,cat4,subcat4
1971,3978,Implemented tangible algorithm,2300,4253,successful,41,US,USD,2020-10-20,2021-08-25,cat7,subcat12
748,3910,Profit-focused 3rdgeneration circuit,9700,1146,failed,23,CA,CAD,2021-03-05,2021-03-14,cat8,subcat15
684,5825,Compatible needs-based architecture,4000,11948,successful,187,US,USD,2020-09-03,2021-07-16,cat5,subcat11
385,3564,Right-sized zero tolerance migration,59700,135132,successful,2875,GB,GBP,2020-12-28,2021-12-26,cat4,subcat4
3007,2396,Quality-focused reciprocal structure,5500,9546,successful,88,US,USD,2021-03-07,2021-05-28,cat4,subcat4
2612,2140,Automated actuating conglomeration,3700,13755,successful,191,US,USD,2021-04-23,2022-01-26,cat2,subcat2
807,3079,Re-contextualized local initiative,5200,8330,successful,139,US,USD,2021-03-12,2021-10-07,cat2,subcat2
2087,2017,Switchable intangible definition,900,14547,successful,186,US,USD,2020-11-25,2021-10-16,cat2,subcat8
53,5444,Networked bottom-line initiative,1600,11735,successful,112,AU,AUD,2021-07-24,2021-09-11,cat4,subcat4
2944,2216,Robust directional system engine,1800,10658,successful,101,US,USD,2021-01-25,2021-07-21,cat4,subcat4
2963,1241,Triple-buffered explicit methodology,9900,1870,failed,75,US,USD,2021-05-12,2022-01-18,cat4,subcat4
2976,1484,Reactive directional capacity,5200,14394,successful,206,GB,GBP,2021-07-05,2021-10-15,cat5,subcat5
3051,3475,Polarized needs-based approach,5400,14743,successful,154,US,USD,2021-03-30,2021-06-02,cat5,subcat20
2777,4333,Intuitive well-modulated middleware,112300,178965,successful,5966,US,USD,2021-07-01,2021-08-19,cat4,subcat4
3064,5657,Multi-channeled logistical matrices,189200,128410,failed,2176,US,USD,2021-10-19,2021-10-24,cat4,subcat4
56,2527,Pre-emptive bifurcated artificial intelligence,900,14324,successful,169,US,USD,2021-05-15,2021-12-02,cat5,subcat5
763,5967,Down-sized coherent toolset,22500,164291,successful,2106,US,USD,2021-01-23,2021-06-25,cat4,subcat4
896,5698,Open-source multi-tasking data-warehouse,167400,22073,failed,441,US,USD,2021-03-10,2021-04-06,cat5,subcat5
1409,3331,Future-proofed upward-trending contingency,2700,1479,failed,25,US,USD,2021-08-13,2021-11-21,cat2,subcat8
2889,3841,Mandatory uniform matrix,3400,12275,successful,131,US,USD,2020-06-23,2021-05-10,cat2,subcat2
2338,6105,Phased methodical initiative,49700,5098,failed,127,US,USD,2021-01-17,2021-12-09,cat4,subcat4
2905,3895,Managed stable function,178200,24882,failed,355,US,USD,2021-02-10,2021-07-26,cat5,subcat5
1779,1891,Realigned clear-thinking migration,7200,2912,failed,44,GB,GBP,2020-07-18,2021-01-31,cat4,subcat4
2291,1281,Optional clear-thinking process improvement,2500,4008,successful,84,US,USD,2020-12-26,2021-04-04,cat4,subcat4
3192,4186,Cross-group global moratorium,5300,9749,successful,155,US,USD,2020-12-08,2021-09-05,cat4,subcat4
1696,2511,Visionary systemic process improvement,9100,5803,failed,67,US,USD,2021-03-29,2021-06-11,cat8,subcat15
1559,4272,Progressive intangible flexibility,6300,14199,successful,189,US,USD,2021-04-18,2021-12-22,cat1,subcat1
1405,3533,Reactive real-time software,114400,196779,successful,4799,US,USD,2021-09-13,2021-12-16,cat5,subcat5
521,3618,Programmable incremental knowledge user,38900,56859,successful,1137,US,USD,2020-04-20,2021-01-21,cat6,subcat10
1625,2177,Progressive 5thgeneration customer loyalty,135500,103554,failed,1068,US,USD,2021-06-20,2021-11-12,cat4,subcat4
2808,4102,Triple-buffered logistical frame,109000,42795,failed,424,US,USD,2021-07-18,2021-10-05,cat3,subcat9
764,6089,Exclusive dynamic adapter,114800,12938,canceled,145,CH,CHF,2020-06-26,2021-03-09,cat2,subcat8
834,4701,Automated systemic hierarchy,83000,101352,successful,1152,US,USD,2021-01-19,2021-08-26,cat4,subcat4
2793,5645,Digitized eco-centric core,2400,4477,successful,50,US,USD,2020-09-19,2021-05-17,cat8,subcat15
2901,4499,Mandatory uniform strategy,60400,4393,failed,151,US,USD,2021-11-21,2021-12-19,cat6,subcat10
2141,3365,Profit-focused zero administration forecast,102900,67546,failed,1608,US,USD,2021-01-07,2021-05-08,cat3,subcat9
308,2290,De-engineered static orchestration,62800,143788,successful,3059,CA,CAD,2020-11-19,2021-08-28,cat2,subcat18
705,1890,Customizable dynamic info-mediaries,800,3755,successful,34,US,USD,2020-06-26,2021-04-21,cat5,subcat5
1670,1304,Enhanced incremental budgetary management,7100,9238,successful,220,US,USD,2020-05-21,2021-02-20,cat4,subcat4
1159,3799,Digitized local info-mediaries,46100,77012,successful,1604,AU,AUD,2020-08-11,2021-09-07,cat5,subcat7
2592,2749,Virtual systematic monitoring,8100,14083,successful,454,US,USD,2020-09-21,2021-02-11,cat2,subcat2
1195,2028,Reactive bottom-line open architecture,1700,12202,successful,123,IT,EUR,2020-07-01,2021-04-06,cat5,subcat11
1635,2383,Pre-emptive interactive model,97300,62127,failed,941,US,USD,2021-05-28,2021-07-01,cat2,subcat8
2432,5721,Ergonomic eco-centric open architecture,100,2,failed,1,US,USD,2021-10-07,2021-11-25,cat8,subcat15
109,1394,Inverse radical hierarchy,900,13772,successful,299,US,USD,2021-02-05,2021-08-08,cat4,subcat4
1509,3451,Team-oriented static interface,7300,2946,failed,40,US,USD,2020-10-28,2021-04-20,cat5,subcat13
1285,5512,Virtual foreground throughput,195800,168820,failed,3015,CA,CAD,2021-04-16,2021-08-22,cat4,subcat4
500,2453,Visionary exuding Internet solution,48900,154321,successful,2237,US,USD,2021-04-07,2021-12-19,cat4,subcat4
2835,6055,Synchronized secondary analyzer,29600,26527,failed,435,US,USD,2021-03-26,2021-08-24,cat4,subcat4
1533,5704,Balanced attitude-oriented parallelism,39300,71583,successful,645,US,USD,2020-03-03,2021-03-10,cat5,subcat5
2445,3707,Organized bandwidth-monitored core,3400,12100,successful,484,DK,DKK,2021-05-03,2021-08-29,cat4,subcat4
2906,2205,Cloned leadingedge utilization,9200,12129,successful,154,CA,CAD,2020-05-04,2021-04-29,cat5,subcat5
1237,5976,Secured asymmetric projection,135600,62804,failed,714,US,USD,2021-02-11,2021-05-09,cat2,subcat2
1572,3290,Advanced cohesive Graphic Interface,153700,55536,live,1111,US,USD,2021-03-22,2021-12-29,cat7,subcat21
254,4257,Down-sized maximized function,7800,8161,successful,82,US,USD,2021-03-21,2021-06-06,cat4,subcat4
576,4588,Realigned zero tolerance software,2100,14046,successful,134,US,USD,2020-10-14,2021-01-17,cat6,subcat14
563,4785,Persevering analyzing extranet,189500,117628,live,1089,US,USD,2021-04-12,2021-12-26,cat5,subcat11
2201,3033,Innovative human-resource migration,188200,159405,failed,5497,US,USD,2021-05-01,2021-08-28,cat1,subcat1
1339,2779,Intuitive needs-based monitoring,113500,12552,failed,418,US,USD,2021-02-01,2021-10-08,cat4,subcat4
197,2131,Customer-focused disintermediate toolset,134600,59007,failed,1439,US,USD,2021-01-15,2021-03-09,cat5,subcat5
2035,6229,Upgradable 24/7 emulation,1700,943,failed,15,US,USD,2021-05-09,2021-06-26,cat4,subcat4
1739,3429,Quality-focused client-server core,163700,93963,failed,1999,CA,CAD,2020-12-09,2021-04-07,cat5,subcat5
2352,1613,Upgradable maximized protocol,113800,140469,successful,5203,US,USD,2021-04-28,2021-12-10,cat3,subcat3
691,4734,Cross-platform interactive synergy,5000,6423,successful,94,US,USD,2021-08-08,2021-09-01,cat4,subcat4
298,4439,User-centric fault-tolerant archive,9400,6015,failed,118,US,USD,2020-12-24,2021-03-18,cat3,subcat9
206,1441,Reverse-engineered regional knowledge user,8700,11075,successful,205,US,USD,2020-09-27,2021-03-15,cat4,subcat4
1003,5799,Self-enabling real-time definition,147800,15723,failed,162,US,USD,2020-10-19,2021-07-20,cat1,subcat1
1653,1419,User-centric impactful projection,5100,2064,failed,83,US,USD,2021-06-02,2021-09-04,cat2,subcat8
1549,3059,Vision-oriented actuating hardware,2700,7767,successful,92,US,USD,2021-03-21,2021-09-25,cat8,subcat15
1026,3224,Virtual leadingedge framework,1800,10313,successful,219,US,USD,2020-11-08,2021-11-13,cat4,subcat4
2523,3181,Managed discrete framework,174500,197018,successful,2526,US,USD,2020-04-08,2021-04-15,cat4,subcat4
1620,6061,Progressive zero-defect capability,101400,47037,failed,747,US,USD,2021-06-02,2021-06-30,cat5,subcat11
2594,4466,Right-sized demand-driven adapter,191000,173191,canceled,2138,US,USD,2021-02-19,2021-06-13,cat8,subcat15
539,6081,Re-engineered attitude-oriented frame,8100,5487,failed,84,US,USD,2021-04-17,2021-11-03,cat4,subcat4
687,2159,Compatible multimedia utilization,5100,9817,successful,94,US,USD,2020-11-07,2021-09-06,cat4,subcat4
2302,3324,Re-contextualized dedicated hardware,7700,6369,failed,91,US,USD,2020-04-09,2021-03-11,cat4,subcat4
694,3176,Decentralized composite paradigm,121400,65755,failed,792,US,USD,2020-06-12,2021-07-09,cat5,subcat5
3123,5874,Cloned transitional hierarchy,5400,903,canceled,10,CA,CAD,2020-07-04,2021-02-11,cat4,subcat4
2576,5110,Advanced discrete leverage,152400,178120,successful,1713,IT,EUR,2020-08-26,2021-08-19,cat4,subcat4
2349,5490,Open-source incremental throughput,1300,13678,successful,249,US,USD,2021-06-25,2021-10-01,cat2,subcat18
516,1922,Centralized regional interface,8100,9969,successful,192,US,USD,2020-05-21,2021-05-10,cat5,subcat11
290,4398,Streamlined web-enabled knowledgebase,8300,14827,successful,247,US,USD,2021-03-29,2022-01-21,cat4,subcat4
1691,4754,Digitized transitional monitoring,28400,100900,successful,2293,US,USD,2020-09-22,2021-07-09,cat5,subcat23
1689,3309,Networked optimal adapter,102500,165954,successful,3131,US,USD,2020-11-04,2021-03-08,cat5,subcat20
2403,1244,Automated optimal function,7000,1744,failed,32,US,USD,2020-09-24,2021-04-09,cat3,subcat9
3203,2892,Devolved system-worthy framework,5400,10731,successful,143,IT,EUR,2021-03-17,2021-08-26,cat4,subcat4
2113,2777,Stand-alone user-facing service-desk,9300,3232,canceled,90,US,USD,2020-11-15,2021-02-14,cat4,subcat4
3158,4952,Versatile global attitude,6200,10938,successful,296,US,USD,2020-10-28,2021-02-27,cat2,subcat8
348,5144,Intuitive demand-driven Local Area Network,2100,10739,successful,170,US,USD,2020-09-11,2021-03-12,cat4,subcat4
1136,5487,Assimilated uniform methodology,6800,5579,failed,186,US,USD,2020-05-11,2021-03-29,cat3,subcat9
956,1932,Self-enabling next generation algorithm,155200,37754,canceled,439,GB,GBP,2020-08-13,2021-06-11,cat5,subcat20
2393,3364,Object-based demand-driven strategy,89900,45384,failed,605,US,USD,2021-10-09,2021-11-29,cat7,subcat12
3208,5165,Public-key coherent ability,900,8703,successful,86,DK,DKK,2020-11-02,2021-04-07,cat7,subcat12
2530,3858,Up-sized composite success,100,4,failed,1,CA,CAD,2020-12-14,2021-07-06,cat5,subcat11
305,4666,Innovative exuding matrix,148400,182302,successful,6286,US,USD,2020-12-31,2021-08-20,cat2,subcat2
1383,2896,Realigned impactful artificial intelligence,4800,3045,failed,31,US,USD,2021-02-14,2021-05-09,cat5,subcat7
783,4520,Multi-layered multi-tasking secured line,182400,102749,failed,1181,US,USD,2020-05-20,2021-03-06,cat5,subcat23
47,5726,Upgradable upward-trending portal,4000,1763,failed,39,US,USD,2021-11-17,2021-12-09,cat5,subcat7
3157,5661,Profit-focused global product,116500,137904,successful,3727,US,USD,2020-10-14,2021-10-06,cat4,subcat4
1646,4765,Operative well-modulated data-warehouse,146400,152438,successful,1605,US,USD,2021-11-14,2021-12-14,cat2,subcat8
1729,3710,Cloned asymmetric functionalities,5000,1332,failed,46,US,USD,2021-05-20,2021-10-03,cat4,subcat4
2964,4925,Pre-emptive neutral portal,33800,118706,successful,2120,US,USD,2021-01-16,2021-08-08,cat4,subcat4
675,1533,Switchable demand-driven help-desk,6300,5674,failed,105,US,USD,2021-02-22,2021-04-01,cat5,subcat5
790,5264,Business-focused static ability,2400,4119,successful,50,US,USD,2021-02-26,2021-08-10,cat4,subcat4
1103,4606,Networked secondary structure,98800,139354,successful,2080,US,USD,2020-03-21,2021-05-13,cat5,subcat7
969,2043,Total multimedia website,188800,57734,failed,535,US,USD,2021-10-13,2021-11-02,cat7,subcat21
1634,3871,Cross-platform upward-trending parallelism,134300,145265,successful,2105,US,USD,2020-03-28,2021-03-08,cat5,subcat11
2279,6205,Pre-emptive mission-critical hardware,71200,95020,successful,2436,US,USD,2020-09-21,2021-02-26,cat4,subcat4
387,3193,Up-sized responsive protocol,4700,8829,successful,80,US,USD,2021-04-09,2022-02-18,cat6,subcat19
586,1810,Pre-emptive transitional frame,1200,3984,successful,42,US,USD,2021-04-16,2021-08-18,cat3,subcat9
1145,4797,Profit-focused content-based application,1400,8053,successful,139,CA,CAD,2021-06-05,2021-08-03,cat3,subcat3
2776,1487,Streamlined neutral analyzer,4000,1620,failed,16,US,USD,2021-01-17,2021-01-30,cat4,subcat4
2099,3474,Assimilated neutral utilization,5600,10328,successful,159,US,USD,2020-07-13,2021-05-04,cat5,subcat7
470,5771,Extended dedicated archive,3600,10289,successful,381,US,USD,2021-04-16,2021-10-13,cat3,subcat9
343,6074,Configurable static help-desk,3100,9889,successful,194,GB,GBP,2021-03-04,2022-01-01,cat1,subcat1
2090,1568,Self-enabling clear-thinking framework,153800,60342,failed,575,US,USD,2020-10-28,2021-02-27,cat2,subcat2
1401,4263,Assimilated fault-tolerant capacity,5000,8907,successful,106,US,USD,2021-02-21,2021-08-15,cat2,subcat6
596,5850,Enhanced neutral ability,4000,14606,successful,142,US,USD,2021-02-03,2021-07-14,cat5,subcat20
1139,5619,Function-based attitude-oriented groupware,7400,8432,successful,211,US,USD,2021-07-02,2021-07-18,cat6,subcat19
2080,1904,Optional solution-oriented instruction set,191500,57122,failed,1120,US,USD,2021-06-26,2021-10-13,cat6,subcat14
88,5388,Organic object-oriented core,8500,4613,failed,113,US,USD,2021-07-14,2021-08-23,cat5,subcat23
2806,2150,Balanced impactful circuit,68800,162603,successful,2756,US,USD,2020-09-12,2021-04-13,cat3,subcat9
